Track,Album,Album Disc Number,Album Label,Album Track Number,Dates,District/Neighborhood,Holiday/Special Event,Land,Loop,Loop Notes,Loop Total Length,Loop Track Length,Track Artist,Track No.,Track Notes
Da Da Da I Don't Love You You Don't Love Me Aha Aha Aha (Long Version),,,,,"October 8, 2010 → April 15, 2012",,ElecTRONica,Hollywood Pictures Backlot,ElecTRONica: Flynn's Arcade,,,,Trio,16,
Working for the Weekend,,,,,"October 8, 2010 → April 15, 2012",,ElecTRONica,Hollywood Pictures Backlot,ElecTRONica: Flynn's Arcade,,,,Loverboy,20,
THe Waiting,,,,,"October 8, 2010 → April 15, 2012",,ElecTRONica,Hollywood Pictures Backlot,ElecTRONica: Flynn's Arcade,,,,Tom Petty and the Heartbreakers,17,
Eye of the Tiger,,,,,"October 8, 2010 → April 15, 2012",,ElecTRONica,Hollywood Pictures Backlot,ElecTRONica: Flynn's Arcade,,,,Survivor,10,
Rural Market Jive 998/7,Ethno Ambience ANW 998,,,,"June 7, 2019 → September 2, 2019",,,Paradise Gardens Park,The Tale of the Lion King Interstitial,"This loop played before and after showings of The Tale of the Lion King, an outdoor musical production that ran on the Palisades Stage from June 7, 2019 to September 2, 2019. This loop was compiled on Discord by RocketRodsXPR and pixelated based on a reference recording by pixelated. Version numbers of the Audio Network tracks have not been confirmed. See MouseBits, https://mousebits.com/smf/index.php?topic=10882.msg99178#msg99178 (2023).",00:33.23.7,,"Johan Junior Botha, Graham Clifford",1,
Fish River Canyon 2150/5,Marimba Moods 2150,,,,"June 7, 2019 → September 2, 2019",,,Paradise Gardens Park,The Tale of the Lion King Interstitial,,,,Ian Trapp,10,
Under Wraps 2 2849/93,African Lifestyle 2 ANW 2849,,,,"June 7, 2019 → September 2, 2019",,,Paradise Gardens Park,The Tale of the Lion King Interstitial,,,,Terry Devine King,5,
Battanga 1840/1,Panoramic Percussion ANW 1840,,,,"June 7, 2019 → September 2, 2019",,,Paradise Gardens Park,The Tale of the Lion King Interstitial,,,,Miles Bould,8,
Lazy Sunshine 2849/8,African Lifestyle 2 ANW 2849,,,,"June 7, 2019 → September 2, 2019",,,Paradise Gardens Park,The Tale of the Lion King Interstitial,,,,Terry Devine King,7,
Hamba 997/2,Sowrto Ambience ANW 997,,,,"June 7, 2019 → September 2, 2019",,,Paradise Gardens Park,The Tale of the Lion King Interstitial,,,,"Johan Junior Botha, Graham Clifford",2,
After the Rain 1840/6,Panoramic Percussion ANW 1840,,,,"June 7, 2019 → September 2, 2019",,,Paradise Gardens Park,The Tale of the Lion King Interstitial,,,,Miles Bould,4,
Block To Block 2162/3,Artisan Percussion ANW 2162,,,,"June 7, 2019 → September 2, 2019",,,Paradise Gardens Park,The Tale of the Lion King Interstitial,,,,Miles Bould,3,
Taxi Rank Special ANW 998/8,Ethno Ambience ANW 998,,,,"June 7, 2019 → September 2, 2019",,,Paradise Gardens Park,The Tale of the Lion King Interstitial,,,,"Johan Junior Botha, Graham Clifford",6,
Anba Fond 2 2418/40,African Odyssey ANW 2418,,,,"June 7, 2019 → September 2, 2019",,,Paradise Gardens Park,The Tale of the Lion King Interstitial,,,,John Andrew Barrow,9,
Hamba 997/2,Sowrto Ambience ANW 997,,,,"June 7, 2019 → September 2, 2019",,,Paradise Gardens Park,The Tale of the Lion King Interstitial,,,,"Johan Junior Botha, Graham Clifford",16,Repeat of earlier track
Cheetah 1741/4,African Fusions ANW 1741,,,,"June 7, 2019 → September 2, 2019",,,Paradise Gardens Park,The Tale of the Lion King Interstitial,,,,Lincoln Grounds,13,
Wamhanya 996/6,Harare Streets ANW 996,,,,"June 7, 2019 → September 2, 2019",,,Paradise Gardens Park,The Tale of the Lion King Interstitial,,,,"Cecil Zinyuku, Graham Clifford",11,
Jambo 1741/1,African Fusions ANW 1741,,,,"June 7, 2019 → September 2, 2019",,,Paradise Gardens Park,The Tale of the Lion King Interstitial,,,,Lincoln Grounds,15,
Namasiya 1840/5,Panoramic Percussion ANW 1840,,,,"June 7, 2019 → September 2, 2019",,,Paradise Gardens Park,The Tale of the Lion King Interstitial,,,,Miles Bould,12,
Cheetah 5 1741/38,African Fusions ANW 1741,,,,"June 7, 2019 → September 2, 2019",,,Paradise Gardens Park,The Tale of the Lion King Interstitial,,,,Lincoln Grounds,14,
Heigh-Ho (The Dwarf's Marching Song),,,,,"March 18, 2021 → April 5, 2021",,A Touch of Disney,Performance Corridor,A Touch of Disney v.1,"This was the original BGM for the “A Touch of Disney” event, which was not much longer than an hour. This was a limited-time ticketed event held in March and April 2021 that allowed walking access to much of the Disney California Adventure park while the parks remained closed due to the pandemic. VJ said that this was the loop at opening, which looped twice and was identical both times before additional songs were added (see v.2). Tracklist compiled by VJ on the Mousecord discord server based on YouTube videos.",~1-1.5 hours,,Louis Armstrong,1,
"Try Everything (From ""Zootropolis"")",,,,,"March 18, 2021 → April 5, 2021",,A Touch of Disney,Performance Corridor,A Touch of Disney v.1,,,,Shakira,2,
"A Spoonful of Sugar (From ""Mary Poppins"")",,,,,"March 18, 2021 → April 5, 2021",,A Touch of Disney,Performance Corridor,A Touch of Disney v.1,,,,Kacey Musgraves,3,
Under the Sea,,,,,"March 18, 2021 → April 5, 2021",,A Touch of Disney,Performance Corridor,A Touch of Disney v.1,,,,Squirrel Nut Zippers,4,
Dig a Little Deeper,,,,,"March 18, 2021 → April 5, 2021",,A Touch of Disney,Performance Corridor,A Touch of Disney v.1,,,,China Anne McClain,5,
Get'cha Head in the Game,,,,,"March 18, 2021 → April 5, 2021",,A Touch of Disney,Performance Corridor,A Touch of Disney v.1,,,,DCappella,6,
Grim Grinning Ghosts,,,,,"March 18, 2021 → April 5, 2021",,A Touch of Disney,Performance Corridor,A Touch of Disney v.1,,,,Los Lobos,7,
I'm Your Girl (From Descendants: Wicked World),,,,,"March 18, 2021 → April 5, 2021",,A Touch of Disney,Performance Corridor,A Touch of Disney v.1,,,,Dove Cameron & Sofia Carson,8,
Circle of Life (Remix),,,,,"March 18, 2021 → April 5, 2021",,A Touch of Disney,Performance Corridor,A Touch of Disney v.1,,,,Disney Channel Circle of Stars,9,
The Tiki Tiki Tiki Room,,,,,"March 18, 2021 → April 5, 2021",,A Touch of Disney,Performance Corridor,A Touch of Disney v.1,,,,Los Lobos,10,
Todos Quieren Ser Un Gato Jazz,,,,,"March 18, 2021 → April 5, 2021",,A Touch of Disney,Performance Corridor,A Touch of Disney v.1,,,,"Esteman, Caloncho & Mon Laferte",11,
How Far I'll Go,,,,,"March 18, 2021 → April 5, 2021",,A Touch of Disney,Performance Corridor,A Touch of Disney v.1,,,,DCappella,12,
Heigh-Ho,,,,,"March 18, 2021 → April 5, 2021",,A Touch of Disney,Performance Corridor,A Touch of Disney v.1,,,,Los Lobos,13,
"Friend Like Me (From ""Aladdin"")",,,,,"March 18, 2021 → April 5, 2021",,A Touch of Disney,Performance Corridor,A Touch of Disney v.1,,,,Ne-Yo,14,
The Bare Necessities,,,,,"March 18, 2021 → April 5, 2021",,A Touch of Disney,Performance Corridor,A Touch of Disney v.1,,,,Dr. John & The Nite Trippers,15,
I Wan'na Be Like You,,,,,"March 18, 2021 → April 5, 2021",,A Touch of Disney,Performance Corridor,A Touch of Disney v.1,,,,Imagination Movers,16,
"Zero To Hero (From ""Hercules"")",,,,,"March 18, 2021 → April 5, 2021",,A Touch of Disney,Performance Corridor,A Touch of Disney v.1,,,,Ariana Grande,17,
You've Got a Friend in Me,,,,,"March 18, 2021 → April 5, 2021",,A Touch of Disney,Performance Corridor,A Touch of Disney v.1,,,,Jordan Fisher & Olivia Holt,18,
I2I,,,,,"March 18, 2021 → April 5, 2021",,A Touch of Disney,Performance Corridor,A Touch of Disney v.1,,,,DCappella,19,
When You Wish Upon a Star,,,,,"March 18, 2021 → April 5, 2021",,A Touch of Disney,Performance Corridor,A Touch of Disney v.1,,,,Glenn Miller,20,
It's a Small World,,,,,"March 18, 2021 → April 5, 2021",,A Touch of Disney,Performance Corridor,A Touch of Disney v.1,,,,We Love Disney Artists,21,
A Dream Is a Wish (Reggae Version),,,,,"March 18, 2021 → April 5, 2021",,A Touch of Disney,Performance Corridor,A Touch of Disney v.1,,,,Shyam Moses,22,
Supercalifragilisticoespialidoso,,,,,"March 18, 2021 → April 5, 2021",,A Touch of Disney,Performance Corridor,A Touch of Disney v.1,,,,La Santa Cecilia,23,
"Let It Go (From ""Frozen"")",,,,,"March 18, 2021 → April 5, 2021",,A Touch of Disney,Performance Corridor,A Touch of Disney v.1,,,,Rascal Flatts & Lucy Hale,24,
I Wan'na Be Like You (The Monkey Song),,,,,"March 18, 2021 → April 5, 2021",,A Touch of Disney,Performance Corridor,A Touch of Disney v.1,,,,DCappella,25,
Bajo El Mar,,,,,"March 18, 2021 → April 5, 2021",,A Touch of Disney,Performance Corridor,A Touch of Disney v.1,,,,Alejandro Sanz,26,
"It's All Right (feat. Celeste) [From ""Soul""/ Duet Version]",,,,,"March 18, 2021 → April 5, 2021",,A Touch of Disney,Performance Corridor,A Touch of Disney v.1,,,,Jon Batiste,27,
Cruella de Vil,,,,,"March 18, 2021 → April 5, 2021",,A Touch of Disney,Performance Corridor,A Touch of Disney v.1,,,,Los Lobos,28,
There's a Great Big Beautiful Tomorrow,,,,,"March 18, 2021 → April 5, 2021",,A Touch of Disney,Performance Corridor,A Touch of Disney v.1,,,,They Might Be Giants,29,
"The Rainbow Connection (From ""The Muppet Movie"")",,,,,"March 18, 2021 → April 5, 2021",,A Touch of Disney,Performance Corridor,A Touch of Disney v.1,,,,Gwen Stefani,30,
Atta,A Bug’s Life OST,,,,,,,"""a bug's land""","""it's a bug's land""","This loop played in the exterior queue for It's Tough to Be a Bug! (ITTBAB) and across from the Blue Sky Cellar on the parade route. It is comprised music edited directly from the movie soundtrack with some insect noises occasionally bridging together tracks. Tracklist compiled by C33 based on a source track of unknown origin. C33 says: “I'm not sure of the source of the recording, due to the quality and some noise artifacts it does not appear to be ""source"" audio, however it is in stereo which is unusual for induction recordings. It may, nevertheless, be a stereo induction recording. The loop is comprised of tracks from the official soundtrack, some of which are edited as noted. There are also bug sounds/noises interspersed with and on top of some of the tracks.” See MouseBits, https://mousebits.com/smf/index.php?topic=10829.msg99069#msg99069 (2022) and Magic Music, https://community.magicmusic.net/threads/a-bugs-land-area-music.5252/. ",00:21:47,,Randy Newman,1,Preceded by a few seconds of silence. Cuts to next track with a chime flourish.
Seed to Tree,A Bug’s Life OST,,,,,,,"""a bug's land""","""it's a bug's land""",,,,Randy Newman,2,Crossfade into next track
Flik Leaves,A Bug’s Life OST,,,,,,,"""a bug's land""","""it's a bug's land""",,,,Randy Newman,3,
Loser,A Bug’s Life OST,,,,,,,"""a bug's land""","""it's a bug's land""",,,,Randy Newman,4,Edited
Flik’s Return,A Bug’s Life OST,,,,,,,"""a bug's land""","""it's a bug's land""",,,,Randy Newman,5,A small snippet of intense music is edited out. Track is follwed by insect chirping SFX.
A Bug’s Life Suite,A Bug’s Life OST,,,,,,,"""a bug's land""","""it's a bug's land""",,,,Randy Newman,6,"Almost in full, minus a dramatic portion in the middle. Followed by insect chirps."
Atta,A Bug’s Life OST,,,,,,,"""a bug's land""","""it's a bug's land""",,,,Randy Newman,7,Preceded by a few seconds of silence. Cuts to next track with a chime flourish.
Seed to Tree,A Bug’s Life OST,,,,,,,"""a bug's land""","""it's a bug's land""",,,,Randy Newman,8,Crossfade into next track
Flik Leaves,A Bug’s Life OST,,,,,,,"""a bug's land""","""it's a bug's land""",,,,Randy Newman,9,
Loser,A Bug’s Life OST,,,,,,,"""a bug's land""","""it's a bug's land""",,,,Randy Newman,10,Edited
Flik’s Return,A Bug’s Life OST,,,,,,,"""a bug's land""","""it's a bug's land""",,,,Randy Newman,11,A small snippet of intense music is edited out. Track is follwed by insect chirping SFX.
A Bug’s Life Suite,A Bug’s Life OST,,,,,,,"""a bug's land""","""it's a bug's land""",,,,Randy Newman,12,"Almost in full, minus a dramatic portion in the middle. Followed by insect chirps."
A Dream is a Wish,The Circle Sessions: Piano Performances from Carthay Circle - Vol. 2,,,,"June 15, 2012",,,Buena Vista Street,Carthay Circle Restaurant [REF],"This loop plays upstairs in the Carthay Circle Restaurant. The Disney Parks Blog has said regarding the Carthay Circle loops, “Guests on the first level will often hear these pieces represented by an ensemble trio, while those dining in the restaurant upstairs, will enjoy the same music but in a variety of light jazz piano tones.” Recordings have noted that the lounge is not quite synced with the upstairs piano loop, but many of the songs are in the same order. Several songs in this loop are repeated to fill time gaps, and some unreleased alt takes are present. See MouseBits, https://mousebits.com/smf/index.php?topic=8018.msg72181#msg72181 (2013) and https://mousebits.com/smf/index.php?topic=10920.msg99364#msg99364 (2023). Also see the Disney Parks Blog, https://web.archive.org/web/20121104212841/http://disneyparks.disney.go.com/blog/2012/11/new-album-captures-the-perfect-tone-for-carthay-circle-restaurant-and-lounge-at-disney-california-adventure-park.",01:16:54.473,00:02:59.465,Bill Cantos,1,
A Whole New World,The Circle Sessions: Piano Performances from Carthay Circle - Vol. 2,,,,"June 15, 2012",,,Buena Vista Street,Carthay Circle Restaurant [REF],,,00:02:49.612,Bill Cantos,2,
Winnie the Pooh,The Circle Sessions (Piano Performances from Carthay Circle),,,,"June 15, 2012",,,Buena Vista Street,Carthay Circle Restaurant [REF],,,00:03:10.065,Bill Cantos,3,
I See the Light,The Circle Sessions: Piano Performances from Carthay Circle - Vol. 2,,,,"June 15, 2012",,,Buena Vista Street,Carthay Circle Restaurant [REF],,,00:01:28.441,Bill Cantos,4,
Once Upon a Dream,The Circle Sessions (Piano Performances from Carthay Circle),,,,"June 15, 2012",,,Buena Vista Street,Carthay Circle Restaurant [REF],,,00:02:25.596,Bill Cantos,5,Edited start-1:40.285; 2:06.485-end
You Can Fly! You Can Fly! You Can Fly!,The Circle Sessions: Piano Performances from Carthay Circle - Vol. 2,,,,"June 15, 2012",,,Buena Vista Street,Carthay Circle Restaurant [REF],,,00:02:16.175,Bill Cantos,6,
Married Life,The Circle Sessions (Piano Performances from Carthay Circle),,,,"June 15, 2012",,,Buena Vista Street,Carthay Circle Restaurant [REF],,,00:02:51.781,Bill Cantos,7,
King of New York,The Circle Sessions (Piano Performances from Carthay Circle),,,,"June 15, 2012",,,Buena Vista Street,Carthay Circle Restaurant [REF],,,00:02:03.828,Bill Cantos,8,Possible start of loop; preceded by 0.358 second gap
Some Day My Prince Will Come,The Circle Sessions (Piano Performances from Carthay Circle),,,,"June 15, 2012",,,Buena Vista Street,Carthay Circle Restaurant [REF],,,00:02:18.284,Bill Cantos,9,
Alice in Wonderland,The Circle Sessions (Piano Performances from Carthay Circle),,,,"June 15, 2012",,,Buena Vista Street,Carthay Circle Restaurant [REF],,,00:02:41.703,Bill Cantos,10,
Who's Afraid Of The Big Bad Wolf ,The Circle Sessions (Piano Performances from Carthay Circle),,,,"June 15, 2012",,,Buena Vista Street,Carthay Circle Restaurant [REF],,,00:02:56.859,Bill Cantos,11,
Baby Mine,The Circle Sessions: Piano Performances from Carthay Circle - Vol. 2,,,,"June 15, 2012",,,Buena Vista Street,Carthay Circle Restaurant [REF],,,00:02:17.839,Bill Cantos,12,
I Wan'na Be Like You,The Circle Sessions (Piano Performances from Carthay Circle),,,,"June 15, 2012",,,Buena Vista Street,Carthay Circle Restaurant [REF],,,00:03:08.241,Bill Cantos,13,
Little April Shower,The Circle Sessions: Piano Performances from Carthay Circle - Vol. 2,,,,"June 15, 2012",,,Buena Vista Street,Carthay Circle Restaurant [REF],,,00:01:04.043,Bill Cantos,14,
Cruella De Vil,The Circle Sessions (Piano Performances from Carthay Circle),,,,"June 15, 2012",,,Buena Vista Street,Carthay Circle Restaurant [REF],,,00:02:43.075,Bill Cantos,15,"Edited start-2:06.447, then spliced with unreleased alternate take"
You've Got a Friend in Me,The Circle Sessions: Piano Performances from Carthay Circle - Vol. 2,,,,"June 15, 2012",,,Buena Vista Street,Carthay Circle Restaurant [REF],,,00:02:17.676,Bill Cantos,16,
Once Upon a Dream,The Circle Sessions (Piano Performances from Carthay Circle),,,,"June 15, 2012",,,Buena Vista Street,Carthay Circle Restaurant [REF],,,00:02:52.189,Bill Cantos,17,Unedited
Can You Feel the Love Tonight,The Circle Sessions: Piano Performances from Carthay Circle - Vol. 2,,,,"June 15, 2012",,,Buena Vista Street,Carthay Circle Restaurant [REF],,,00:02:15.920,Bill Cantos,18,
A Dream Is A Wish Your Heart Makes,The Circle Sessions: Piano Performances from Carthay Circle - Vol. 2,,,,"June 15, 2012",,,Buena Vista Street,Carthay Circle Restaurant [REF],,,00:02:59.127,Bill Cantos,19,
Le Festin,The Circle Sessions: Piano Performances from Carthay Circle - Vol. 2,,,,"June 15, 2012",,,Buena Vista Street,Carthay Circle Restaurant [REF],,,00:02:00.444,Bill Cantos,20,
He's a Tramp,The Circle Sessions: Piano Performances from Carthay Circle - Vol. 2,,,,"June 15, 2012",,,Buena Vista Street,Carthay Circle Restaurant [REF],,,00:02:18.770,Bill Cantos,21,
Ev'rybody Wants to Be a Cat,The Circle Sessions (Piano Performances from Carthay Circle),,,,"June 15, 2012",,,Buena Vista Street,Carthay Circle Restaurant [REF],,,00:02:40.786,Bill Cantos,22,
Be Our Guest,The Circle Sessions: Piano Performances from Carthay Circle - Vol. 2,,,,"June 15, 2012",,,Buena Vista Street,Carthay Circle Restaurant [REF],,,00:02:34.636,Bill Cantos,23,
Winnie the Pooh,Unreleased,,,,"June 15, 2012",,,Buena Vista Street,Carthay Circle Restaurant [REF],,,00:00:46.065,Bill Cantos,24,Alternate take
If I Didn't Have You,The Circle Sessions: Piano Performances from Carthay Circle - Vol. 2,,,,"June 15, 2012",,,Buena Vista Street,Carthay Circle Restaurant [REF],,,00:02:09.286,Bill Cantos,25,
Some Day My Prince Will Come,The Circle Sessions (Piano Performances from Carthay Circle),,,,"June 15, 2012",,,Buena Vista Street,Carthay Circle Restaurant [REF],,,00:02:17.914,Bill Cantos,26,
Let's Go Fly a Kite,The Circle Sessions (Piano Performances from Carthay Circle),,,,"June 15, 2012",,,Buena Vista Street,Carthay Circle Restaurant [REF],,,00:02:25.229,Bill Cantos,27,
You've Got a Friend in Me,The Circle Sessions: Piano Performances from Carthay Circle - Vol. 2,,,,"June 15, 2012",,,Buena Vista Street,Carthay Circle Restaurant [REF],,,00:02:18.069,Bill Cantos,28,
"Cruella De Vil ",The Circle Sessions (Piano Performances from Carthay Circle),,,,"June 15, 2012",,,Buena Vista Street,Carthay Circle Restaurant [REF],,,00:02:42.808,Bill Cantos,29,"Edited start-2:06.447, then spliced with unreleased alternate take"
Almost There,The Circle Sessions: Piano Performances from Carthay Circle - Vol. 2,,,,"June 15, 2012",,,Buena Vista Street,Carthay Circle Restaurant [REF],,,00:02:29.135,Bill Cantos,30,
It's A Small World,The Circle Sessions: Piano Performances from Carthay Circle - Vol. 2,,,,"June 15, 2012",,,Buena Vista Street,Carthay Circle Restaurant [REF],,,00:01:41.509,Bill Cantos,31,
True Love's Kiss,The Circle Sessions (Piano Performances from Carthay Circle),,,,"June 15, 2012",,,Buena Vista Street,Carthay Circle Restaurant [REF],,,00:02:49.531,Bill Cantos,32,
